"src_id","station_name","historic_county","station_latitude","station_longitude","station_elevation","years_of_hourly","R","R_1995","R_1996","R_1997","R_1998","R_1999","R_2000","R_2001","R_2002","R_2003","R_2004","R_2005","R_2006","R_2007","R_2008","R_2009","R_2010","R_2011","R_2012","R_2013","R_2014","R_2015","R_2016","R_2017","R_2018","R_2019"
554,"SUTTON BONINGTON","nottinghamshire",52.836,-1.251,43,19,389.247005154385,NA,NA,NA,NA,NA,NA,"254.684386","581.144041","488.017870","597.746547","433.568125","388.124110","511.391525","349.860551","249.149440","231.694199","196.564789","373.275893","312.052682","390.823661","307.775230","637.977695","344.474148","252.673837","494.694369"
79,"TAIN RANGE","ross-and-cromarty",57.819,-3.967,4,22,347.88533235334," 147.505354","3093.714891"," 227.665428"," 202.798677"," 273.090035"," 208.565081"," 225.924076"," 186.090615"," 169.396878"," 338.599166"," 158.160224",NA,NA," 295.860591"," 257.978204"," 156.793287"," 260.753724"," 154.455494"," 107.093304"," 313.124987"," 355.082961"," 173.610684"," 205.890501"," 141.323150",NA
779,"THORNEY ISLAND","west-sussex",50.815,-0.922,4,20,514.616197828004,NA,"268.51484",NA,"355.51181","279.69423","852.26121","483.90433","586.26209","354.84162","550.00458","454.55741","418.60791",NA,"467.21105",NA,NA,"540.25434","772.64804","548.06298","611.31282","623.61187","487.31408","441.46366","810.97631","385.30881"
18974,"TIREE","argyll-in-strathclyde-region",56.5,-6.881,9,19,580.064002226587,NA,NA,NA,NA,NA,"578.77494","508.82113","438.56645","328.26486","579.40489","524.23270","649.06922","391.87928","592.50869","791.73026","454.72620","649.17541","582.36313","524.26984","837.75108","682.20192","605.56796","804.61873","497.28932",NA
16596,"TOPCLIFFE","north-yorkshire",54.205,-1.39,25,21,388.959379531915,NA,NA,NA,NA,"288.891416","604.249211","228.782938","630.891175","426.918435","490.354604","769.668964","253.679571","328.973596","388.960819","341.672300","345.529871","260.297269","761.856690","321.247968","185.521884","414.997719","222.150501","241.938139","306.408310","355.155592"
1209,"TRAWSGOED","dyfed",52.344,-3.948,63,21,738.487551809809,NA,NA," 524.57879"," 762.77059"," 824.57831","1091.29794",NA," 664.18945"," 597.52100"," 845.36613"," 700.75532"," 651.95043"," 735.93115"," 954.30113"," 684.28020"," 396.67529"," 476.76758"," 863.79116"," 791.39417",NA," 817.65643"," 641.26703"," 853.34519"," 684.64042"," 945.18089"
105,"TULLOCH BRIDGE","inverness-shire",56.867,-4.708,249,21,1074.30850725047," 906.34038",NA,NA,"1088.73094","1366.93674"," 791.31929"," 650.22532"," 982.90189"," 485.00129","1182.02159","1154.15158","1830.83817"," 915.71168","1152.01608"," 939.04552",NA,"1368.70615"," 954.30142"," 971.41042","1277.35572","1435.27324"," 997.93984",NA,"1161.84411"," 948.40730"
195,"TYNDRUM NO 3","perthshire-in-central-region",56.419,-4.661,168,18,2271.56280885462,NA,NA,NA,NA,NA,"5342.47959","1293.48984","1673.91853","1035.67305","2077.69753","2606.95131","2496.46092","1455.69391","2609.73744","2314.06246","1245.93159","3098.38710","1936.84252","1878.51632","2786.05034","3208.97318","1833.21179",NA,NA,"1994.05312"
1145,"VALLEY","gwynedd",53.253,-4.536,10,25,517.245855754816,"408.87190","314.08596","315.72674","451.43351","568.11028","729.80590","365.72770","412.87987","349.72746","420.24743","544.45187","632.31922","527.90408","688.67710","560.11601","304.26245","463.70850","768.87448","597.45980","877.70510","602.59702","536.81658","546.28022","486.20767","457.14954"
384,"WADDINGTON","lincolnshire",53.175,-0.523,68,25,402.337154088763,"134.103350","136.685255","578.488589","245.941361","513.696894","337.354184","394.968223","704.031874","442.533865","598.328778","303.181818","356.081658","661.761098","612.340170","269.484274","432.303226","168.778844","489.366069","192.371962","266.483214","560.776763","452.974458","250.773948","399.747946","555.871030"
16725,"WAINFLEET NO 2","lincolnshire",53.088,0.271,3,21,416.696649911959,NA,NA,"560.031613","326.499861",NA,"397.333602","208.968436","333.835701","338.896923","511.183812",NA,"702.132261","796.320440","345.593031","400.079594","243.101875","120.405864","289.438389","288.250550","612.168418","240.029642","369.205114","363.089245","497.430821","806.634458"
1078,"WALNEY ISLAND","cumbria",54.125,-3.258,15,23,669.04508402535," 623.95614"," 437.92895",NA," 590.39522"," 499.67500"," 838.33141"," 607.43103"," 720.29096"," 370.33128","1310.71560"," 512.37646"," 565.37988"," 449.21900"," 485.94376"," 636.66044",NA," 810.45031","1188.54090"," 629.03646"," 528.01157"," 792.25253"," 839.11783"," 630.81050"," 685.27961"," 635.90208"
1074,"WARCOP RANGE","cumbria",54.572,-2.413,227,23,539.186263242535,NA,"285.54429","420.88942","549.51383","569.72737","550.30060","255.70656","650.72947","245.89467","789.52009","900.89662","626.15992","528.15021","501.06385","454.57979",NA,"468.04876","691.12751","501.82531","465.45805","482.50745","797.57823","475.45789","612.45312","578.15104"
440,"WATTISHAM","suffolk",52.124,0.957,89,21,471.619312001794,NA,NA,NA,NA," 622.82860"," 449.82442"," 432.50071"," 773.22292"," 216.08701"," 434.00348"," 268.37191"," 623.53776"," 319.01253"," 464.52180"," 235.38724"," 400.56383"," 197.10909"," 355.64715"," 190.79499","1280.88357"," 420.14628","1123.34071"," 398.28401"," 332.60571"," 365.33182"
1039,"WEST FREUGH","wigtownshire",54.859,-4.935,11,22,661.853396265343," 636.15107"," 618.16954"," 571.96277"," 812.39183"," 536.44634",NA,NA,"1087.74977"," 409.46911"," 745.89232"," 454.43219"," 722.79705"," 654.43281",NA," 640.43554"," 494.51929"," 684.76375"," 685.57627"," 710.06958"," 875.20978"," 782.37098"," 440.81087"," 775.83392"," 502.05870"," 719.23124"
421,"WEYBOURNE","norfolk",52.949,1.122,21,25,373.744352509466,"183.76406","305.44781","331.39478","524.77406","365.98859","462.30308","765.37641","358.10324","280.84653","321.26544","387.36316","370.44289","590.09068","378.17575","387.99331","273.85473","150.74554","289.45452","213.58545","459.68678","378.69287","464.66592","435.18522","219.92696","444.48102"
32,"WICK AIRPORT","caithness",58.454,-3.09,36,22,287.665542047965,NA,"357.577284",NA,"336.452795","268.859008","285.680045","424.508154","334.110548","399.589185","234.810170","209.580219","398.923107","250.026250","154.316196","414.317719","191.050581","325.828048","242.789768","219.625159","278.410890","208.444663",NA,"372.504392","173.448333","247.789409"
876,"WIGHT: ST CATHERINES POINT","isle-of-wight",50.576,-1.297,20,21,525.714405704507,NA,NA,NA,NA," 522.99095"," 590.93040"," 211.95370","1895.28390"," 490.76343"," 356.53662"," 244.72394"," 340.86832"," 574.24776"," 586.58523"," 632.26963"," 408.90131"," 230.74371"," 471.46116"," 663.75812"," 647.30139"," 585.09731"," 480.43067"," 449.52340"," 356.25254"," 299.37901"
583,"WITTERING","cambridgeshire",52.612,-0.468,74,25,390.197870690892," 303.31721"," 141.24130"," 525.57726"," 372.64221"," 433.96982"," 425.42312"," 406.06682"," 758.27517"," 224.19787","1577.23228"," 248.89919"," 298.19529"," 349.71992"," 313.11725"," 162.06710"," 234.93400"," 173.75287"," 406.44640"," 256.99699"," 432.06166"," 208.60545"," 346.69210"," 251.00880"," 221.60453"," 682.90218"
458,"WOBURN","bedfordshire",52.014,-0.596,89,16,452.516539414207,NA,NA,NA,NA,NA,NA," 497.34757"," 427.34628"," 217.24860"," 435.76473",NA," 609.32489"," 471.39026"," 357.20242"," 259.01535",NA," 261.08225"," 369.20837"," 204.37885"," 486.81005"," 388.79502","1769.98749"," 251.06943",NA," 234.29309"
1302,"YEOVILTON","somerset",51.006,-2.643,20,25,411.681793469645,"400.42039","251.46641","425.32210","410.21634","766.40411","511.55018","387.62126","555.21718","293.48569","321.94243","382.74185","321.03492","435.02356","566.04917","304.46385","348.79989","387.67806","633.97546","243.57246","509.72588","303.73385","616.17235","281.37077","287.37484","346.68184"
